pid,text_cluster_label,text_cl_mean_pop_train,text_cl_median_pop_train,text_cl_std_pop_train,text_cl_valid_pop_count_train,text_cl_total_items_train,visual_cluster_label,vis_cl_mean_pop_train,vis_cl_median_pop_train,vis_cl_std_pop_train,vis_cl_valid_pop_count_train,vis_cl_total_items_train,user_cluster_label,user_cl_mean_pop_train,user_cl_median_pop_train,user_cl_std_pop_train,user_cl_valid_pop_count_train,user_cl_total_items_train,audio_cluster_label,audio_cl_mean_pop_train,audio_cl_median_pop_train,audio_cl_std_pop_train,audio_cl_valid_pop_count_train,audio_cl_total_items_train
POST00001112,230,9.0905,10.2600,2.6388,19,19,91,9.0378,10.1800,3.0452,68,68,0,10.5390,10.9900,2.0203,63,63,191,8.5394,8.9000,3.1352,35,35
POST00001836,200,8.9670,9.6700,2.4504,30,30,147,8.1338,9.1200,2.8653,13,13,22,8.9594,9.5200,2.6105,68,68,168,9.0394,9.8600,2.6633,17,17
POST00002449,135,8.3561,7.6450,3.1358,18,18,220,9.5900,9.4550,2.0278,6,6,240,7.4738,7.4900,2.9720,177,177,137,8.8127,10.0400,3.4045,15,15
POST00001460,227,8.4856,8.5450,2.8417,36,36,196,8.6640,9.0450,2.3279,10,10,173,7.0037,7.2500,3.2126,551,551,3,6.2167,5.6300,3.2282,24,24
POST00000122,125,8.2800,8.7600,2.6536,17,17,220,9.5900,9.4550,2.0278,6,6,7,6.9813,6.6600,2.6346,15,15,266,8.7018,9.0350,2.4003,22,22
POST00003179,135,8.3561,7.6450,3.1358,18,18,220,9.5900,9.4550,2.0278,6,6,80,7.7191,7.9000,2.7339,92,92,88,8.3077,8.1800,2.6600,13,13
POST00003126,200,8.9670,9.6700,2.4504,30,30,225,9.3393,10.3000,2.9534,15,15,292,8.1544,8.0950,2.6865,126,126,57,9.7932,10.0500,2.2033,25,25
POST00003215,41,7.0838,6.8550,3.0678,16,16,50,7.6100,7.5600,2.4021,24,24,233,10.0360,9.6700,2.8972,5,5,103,8.5798,8.9800,2.4394,44,44
POST00003431,15,10.9906,11.3400,1.7332,16,16,151,11.1671,11.1600,2.0605,7,7,37,7.9380,8.0250,2.8431,208,208,27,8.1646,8.7200,3.3648,24,24
POST00002963,15,10.9906,11.3400,1.7332,16,16,211,9.1242,9.5550,3.2667,12,12,173,7.0037,7.2500,3.2126,551,551,289,8.8200,9.6000,3.0584,19,19
POST00000488,15,10.9906,11.3400,1.7332,16,16,208,7.5066,7.9400,3.2007,29,29,240,7.4738,7.4900,2.9720,177,177,95,8.5247,10.0800,3.0372,17,17
POST00002643,15,10.9906,11.3400,1.7332,16,16,104,7.4800,5.5900,3.9228,3,3,37,7.9380,8.0250,2.8431,208,208,176,8.1603,8.7500,2.8496,33,33
POST00000955,15,10.9906,11.3400,1.7332,16,16,204,8.2780,7.5900,4.1630,5,5,173,7.0037,7.2500,3.2126,551,551,50,7.4831,7.1750,2.6931,16,16
POST00002615,15,10.9906,11.3400,1.7332,16,16,204,8.2780,7.5900,4.1630,5,5,37,7.9380,8.0250,2.8431,208,208,253,8.4570,8.6450,3.1573,20,20
POST00000989,194,7.6943,7.9700,1.5788,7,7,252,8.9588,9.1700,2.1050,41,41,173,7.0037,7.2500,3.2126,551,551,169,8.4896,8.7050,2.4051,24,24
POST00001396,104,7.6636,8.4800,3.3644,11,11,296,8.2026,8.7600,2.2012,19,19,37,7.9380,8.0250,2.8431,208,208,155,6.6214,7.9600,2.9691,7,7
POST00000832,194,7.6943,7.9700,1.5788,7,7,133,6.2433,6.1700,2.9128,45,45,275,7.4142,7.4800,2.8610,59,59,220,7.1429,6.2800,3.4292,7,7
POST00003684,194,7.6943,7.9700,1.5788,7,7,177,7.6550,8.0800,2.5260,26,26,32,8.5188,8.8200,2.2161,51,51,72,10.0684,10.7800,2.1827,19,19
POST00003230,188,8.6418,9.4100,2.9366,17,17,252,8.9588,9.1700,2.1050,41,41,106,5.9542,4.9200,3.1630,31,31,100,7.5808,10.1400,4.5847,12,12
POST00003244,170,8.5110,8.8500,2.7115,20,20,252,8.9588,9.1700,2.1050,41,41,211,6.4793,6.5400,3.1914,27,27,173,7.3360,7.2400,3.2180,42,42
POST00002105,194,7.6943,7.9700,1.5788,7,7,177,7.6550,8.0800,2.5260,26,26,240,7.4738,7.4900,2.9720,177,177,123,9.3179,10.0200,2.7701,28,28
POST00002690,98,9.1700,8.8200,1.1843,5,5,177,7.6550,8.0800,2.5260,26,26,292,8.1544,8.0950,2.6865,126,126,43,8.2483,9.2600,3.3659,6,6
POST00003628,104,7.6636,8.4800,3.3644,11,11,252,8.9588,9.1700,2.1050,41,41,155,10.0731,10.2800,1.9949,49,49,190,9.9114,9.7100,1.5191,7,7
POST00001922,260,7.7475,8.1150,3.3256,8,8,133,6.2433,6.1700,2.9128,45,45,173,7.0037,7.2500,3.2126,551,551,69,7.8389,8.1200,2.6549,38,38
POST00002030,194,7.6943,7.9700,1.5788,7,7,4,9.6054,9.6800,2.4206,28,28,173,7.0037,7.2500,3.2126,551,551,192,7.6987,7.8700,2.6693,30,30
POST00000572,86,8.2364,9.2800,2.9266,11,11,99,8.0739,8.3250,2.7396,38,38,173,7.0037,7.2500,3.2126,551,551,182,6.3375,5.7050,3.1295,4,4
POST00003127,86,8.2364,9.2800,2.9266,11,11,8,9.4210,9.6650,2.6752,42,42,106,5.9542,4.9200,3.1630,31,31,131,8.0768,8.6200,3.0396,19,19
POST00001450,194,7.6943,7.9700,1.5788,7,7,252,8.9588,9.1700,2.1050,41,41,80,7.7191,7.9000,2.7339,92,92,279,7.5788,7.5600,2.5674,17,17
POST00001621,72,8.3136,9.6600,3.3287,11,11,137,10.3827,10.1200,1.6768,15,15,145,9.4965,8.9800,2.1037,23,23,103,8.5798,8.9800,2.4394,44,44
POST00001824,198,7.8835,7.5700,2.9953,23,23,0,9.8451,10.3900,2.8506,35,35,70,7.8922,8.4500,2.7427,73,73,209,7.7968,7.7000,2.6671,22,22
POST00000550,44,8.3739,8.9600,3.2887,23,23,137,10.3827,10.1200,1.6768,15,15,69,8.9951,9.5900,2.6396,59,59,128,8.0000,9.2100,2.8614,15,15
POST00002756,44,8.3739,8.9600,3.2887,23,23,137,10.3827,10.1200,1.6768,15,15,145,9.4965,8.9800,2.1037,23,23,57,9.7932,10.0500,2.2033,25,25
POST00001817,125,8.2800,8.7600,2.6536,17,17,9,7.0267,6.6100,3.4231,15,15,97,8.5933,9.4400,2.4808,3,3,97,8.2269,8.1400,2.1386,29,29
POST00001535,43,6.8918,6.8300,2.5431,11,11,64,7.2518,7.4900,3.0964,17,17,173,7.0037,7.2500,3.2126,551,551,18,8.6440,8.2300,2.0856,5,5
POST00003002,135,8.3561,7.6450,3.1358,18,18,233,7.1621,6.4750,3.1829,42,42,93,8.2100,9.8300,2.9637,9,9,80,7.7870,8.1750,2.4367,20,20
POST00002167,198,7.8835,7.5700,2.9953,23,23,4,9.6054,9.6800,2.4206,28,28,17,7.1664,7.8050,2.8953,14,14,66,9.2224,9.0850,2.1508,38,38
POST00003114,139,8.7815,9.6100,2.7606,13,13,4,9.6054,9.6800,2.4206,28,28,275,7.4142,7.4800,2.8610,59,59,28,8.7620,9.6150,2.8898,10,10
POST00002766,86,8.2364,9.2800,2.9266,11,11,4,9.6054,9.6800,2.4206,28,28,167,7.8588,8.7300,3.0201,74,74,252,9.0961,9.5600,2.5233,18,18
POST00001890,13,9.8289,10.1200,2.5959,19,19,296,8.2026,8.7600,2.2012,19,19,240,7.4738,7.4900,2.9720,177,177,214,7.4340,8.2050,3.1717,10,10
POST00003644,139,8.7815,9.6100,2.7606,13,13,91,9.0378,10.1800,3.0452,68,68,173,7.0037,7.2500,3.2126,551,551,9,8.2082,7.9450,2.8896,22,22
POST00000984,297,10.8090,10.9050,0.7748,10,10,21,8.6820,9.2350,2.7653,20,20,173,7.0037,7.2500,3.2126,551,551,189,7.1808,7.3100,2.7269,12,12
POST00000689,86,8.2364,9.2800,2.9266,11,11,86,9.2875,9.7900,2.6469,24,24,199,7.9763,7.8400,2.2405,46,46,273,8.6943,9.8200,3.3152,7,7
POST00000350,139,8.7815,9.6100,2.7606,13,13,91,9.0378,10.1800,3.0452,68,68,22,8.9594,9.5200,2.6105,68,68,231,7.8365,7.4750,2.6402,20,20
POST00001707,297,10.8090,10.9050,0.7748,10,10,11,8.8628,9.4300,2.5187,29,29,167,7.8588,8.7300,3.0201,74,74,230,9.5537,9.7100,2.2172,19,19
POST00002225,86,8.2364,9.2800,2.9266,11,11,8,9.4210,9.6650,2.6752,42,42,173,7.0037,7.2500,3.2126,551,551,39,8.1068,8.3550,2.6948,22,22
POST00000872,65,9.2143,9.5800,1.8556,21,21,130,9.3260,10.1600,2.6082,15,15,0,10.5390,10.9900,2.0203,63,63,28,8.7620,9.6150,2.8898,10,10
POST00000188,86,8.2364,9.2800,2.9266,11,11,4,9.6054,9.6800,2.4206,28,28,291,9.1751,9.5700,2.3178,71,71,207,7.9282,8.2750,2.6668,28,28
POST00002019,202,8.2907,8.2400,2.1203,15,15,186,8.3052,8.6800,2.8566,33,33,37,7.9380,8.0250,2.8431,208,208,51,7.7885,8.2650,2.4256,34,34
POST00000914,170,8.5110,8.8500,2.7115,20,20,296,8.2026,8.7600,2.2012,19,19,272,9.1315,8.6050,2.1645,20,20,28,8.7620,9.6150,2.8898,10,10
POST00003814,282,8.9791,8.9400,1.9026,11,11,11,8.8628,9.4300,2.5187,29,29,172,8.5511,8.7700,2.3476,19,19,74,8.6883,8.3550,2.6478,18,18
POST00002262,86,8.2364,9.2800,2.9266,11,11,99,8.0739,8.3250,2.7396,38,38,291,9.1751,9.5700,2.3178,71,71,252,9.0961,9.5600,2.5233,18,18
POST00000759,282,8.9791,8.9400,1.9026,11,11,10,7.9909,8.8000,3.1637,23,23,158,7.9362,8.0950,2.6864,42,42,94,7.4612,7.1900,2.2699,16,16
POST00001326,170,8.5110,8.8500,2.7115,20,20,11,8.8628,9.4300,2.5187,29,29,240,7.4738,7.4900,2.9720,177,177,220,7.1429,6.2800,3.4292,7,7
POST00001949,200,8.9670,9.6700,2.4504,30,30,7,9.2722,9.7100,2.4864,27,27,225,8.4307,8.6250,2.1040,28,28,130,7.9323,8.1400,2.5892,31,31
POST00000530,170,8.5110,8.8500,2.7115,20,20,11,8.8628,9.4300,2.5187,29,29,275,7.4142,7.4800,2.8610,59,59,157,9.2344,10.2100,2.4095,16,16
POST00002376,212,7.5475,8.0350,2.0963,20,20,68,8.2361,8.6300,2.0590,33,33,240,7.4738,7.4900,2.9720,177,177,275,8.6376,9.2500,2.9849,29,29
POST00003479,257,5.9550,5.6750,2.4192,8,8,202,6.5158,6.4800,2.7513,12,12,188,9.0603,8.9150,2.3577,34,34,38,7.8445,8.1600,3.0627,20,20
POST00003861,257,5.9550,5.6750,2.4192,8,8,202,6.5158,6.4800,2.7513,12,12,173,7.0037,7.2500,3.2126,551,551,32,5.6710,5.7500,2.4984,10,10
POST00003868,139,8.7815,9.6100,2.7606,13,13,202,6.5158,6.4800,2.7513,12,12,173,7.0037,7.2500,3.2126,551,551,10,7.4537,8.0750,2.8722,30,30
POST00003781,257,5.9550,5.6750,2.4192,8,8,202,6.5158,6.4800,2.7513,12,12,164,5.4800,5.3600,1.7377,7,7,16,6.6950,6.9950,2.6108,8,8
POST00000975,257,5.9550,5.6750,2.4192,8,8,202,6.5158,6.4800,2.7513,12,12,40,10.7950,10.6000,1.1901,8,8,95,8.5247,10.0800,3.0372,17,17
POST00002090,257,5.9550,5.6750,2.4192,8,8,202,6.5158,6.4800,2.7513,12,12,37,7.9380,8.0250,2.8431,208,208,10,7.4537,8.0750,2.8722,30,30
POST00000096,257,5.9550,5.6750,2.4192,8,8,202,6.5158,6.4800,2.7513,12,12,171,8.0868,8.1050,2.9729,22,22,289,8.8200,9.6000,3.0584,19,19
POST00002897,257,5.9550,5.6750,2.4192,8,8,202,6.5158,6.4800,2.7513,12,12,167,7.8588,8.7300,3.0201,74,74,181,8.2729,8.1800,1.7983,7,7
POST00001937,188,8.6418,9.4100,2.9366,17,17,252,8.9588,9.1700,2.1050,41,41,252,8.7382,9.0900,2.5365,28,28,235,8.8356,10.0300,2.6139,27,27
POST00000682,188,8.6418,9.4100,2.9366,17,17,38,10.6737,12.0600,3.0739,19,19,186,10.1462,10.5900,1.8237,13,13,97,8.2269,8.1400,2.1386,29,29
POST00002923,98,9.1700,8.8200,1.1843,5,5,252,8.9588,9.1700,2.1050,41,41,152,7.9479,7.9550,2.2186,66,66,201,9.5778,10.5200,3.3467,9,9
POST00002022,55,9.9100,10.5300,2.8999,17,17,91,9.0378,10.1800,3.0452,68,68,101,10.6633,10.9600,1.2476,9,9,151,9.3718,10.0100,2.3917,40,40
POST00002334,188,8.6418,9.4100,2.9366,17,17,252,8.9588,9.1700,2.1050,41,41,186,10.1462,10.5900,1.8237,13,13,97,8.2269,8.1400,2.1386,29,29
POST00002432,188,8.6418,9.4100,2.9366,17,17,252,8.9588,9.1700,2.1050,41,41,173,7.0037,7.2500,3.2126,551,551,122,8.9985,9.6850,2.9635,20,20
POST00001722,104,7.6636,8.4800,3.3644,11,11,91,9.0378,10.1800,3.0452,68,68,257,9.9573,10.2600,2.2555,22,22,129,9.0900,9.0900,0.8627,2,2
POST00001661,104,7.6636,8.4800,3.3644,11,11,296,8.2026,8.7600,2.2012,19,19,80,7.7191,7.9000,2.7339,92,92,280,3.7450,3.6800,1.1542,6,6
POST00000953,42,10.8138,11.1000,1.6636,8,8,91,9.0378,10.1800,3.0452,68,68,197,11.6777,11.6400,0.9267,13,13,72,10.0684,10.7800,2.1827,19,19
POST00001534,42,10.8138,11.1000,1.6636,8,8,91,9.0378,10.1800,3.0452,68,68,229,10.4674,10.7700,1.9798,35,35,191,8.5394,8.9000,3.1352,35,35
POST00001301,8,9.7177,10.2400,2.7967,30,30,38,10.6737,12.0600,3.0739,19,19,173,7.0037,7.2500,3.2126,551,551,112,7.9638,8.2300,2.8802,29,29
POST00002457,170,8.5110,8.8500,2.7115,20,20,252,8.9588,9.1700,2.1050,41,41,291,9.1751,9.5700,2.3178,71,71,56,7.7608,8.4200,3.0032,25,25
POST00003444,42,10.8138,11.1000,1.6636,8,8,296,8.2026,8.7600,2.2012,19,19,56,8.4489,8.6000,2.4696,9,9,109,8.5409,8.3300,2.9388,11,11
POST00001457,188,8.6418,9.4100,2.9366,17,17,252,8.9588,9.1700,2.1050,41,41,237,10.2867,10.2700,0.6951,3,3,167,7.6300,9.0300,2.6252,5,5
POST00002078,188,8.6418,9.4100,2.9366,17,17,252,8.9588,9.1700,2.1050,41,41,167,7.8588,8.7300,3.0201,74,74,43,8.2483,9.2600,3.3659,6,6
POST00002297,104,7.6636,8.4800,3.3644,11,11,296,8.2026,8.7600,2.2012,19,19,80,7.7191,7.9000,2.7339,92,92,127,8.8096,9.3600,3.1667,23,23
POST00001424,188,8.6418,9.4100,2.9366,17,17,38,10.6737,12.0600,3.0739,19,19,30,10.7155,10.9000,1.4748,33,33,257,8.0114,8.6000,3.0252,35,35
POST00001904,263,10.6552,10.7000,1.8079,25,25,105,7.5819,7.7950,2.7212,16,16,279,10.8562,10.9800,1.8521,29,29,265,9.3919,9.4200,2.1402,27,27
POST00001604,121,7.1932,8.0650,2.9982,22,22,64,7.2518,7.4900,3.0964,17,17,240,7.4738,7.4900,2.9720,177,177,32,5.6710,5.7500,2.4984,10,10
POST00001619,230,9.0905,10.2600,2.6388,19,19,91,9.0378,10.1800,3.0452,68,68,240,7.4738,7.4900,2.9720,177,177,22,7.7262,7.4700,2.5040,47,47
POST00001601,284,7.4328,7.4250,3.0947,18,18,64,7.2518,7.4900,3.0964,17,17,240,7.4738,7.4900,2.9720,177,177,285,6.9479,7.1600,3.5107,14,14
POST00003124,99,9.0721,9.4200,2.1856,24,24,2,7.2200,8.2200,3.1582,4,4,212,7.0279,7.6500,2.8146,47,47,286,8.2765,9.5100,2.5171,23,23
POST00002201,190,9.3779,9.7500,2.5463,19,19,296,8.2026,8.7600,2.2012,19,19,37,7.9380,8.0250,2.8431,208,208,34,9.2400,9.7300,2.1635,17,17
POST00003673,190,9.3779,9.7500,2.5463,19,19,133,6.2433,6.1700,2.9128,45,45,32,8.5188,8.8200,2.2161,51,51,57,9.7932,10.0500,2.2033,25,25
POST00002900,104,7.6636,8.4800,3.3644,11,11,252,8.9588,9.1700,2.1050,41,41,42,9.0887,10.0000,2.9580,8,8,111,7.9978,8.1000,2.6596,18,18
POST00000544,190,9.3779,9.7500,2.5463,19,19,133,6.2433,6.1700,2.9128,45,45,271,8.1550,9.6200,3.6122,8,8,70,8.8468,9.7000,3.0527,28,28
POST00002878,190,9.3779,9.7500,2.5463,19,19,133,6.2433,6.1700,2.9128,45,45,173,7.0037,7.2500,3.2126,551,551,42,8.3373,9.0400,2.0516,11,11
POST00002736,190,9.3779,9.7500,2.5463,19,19,133,6.2433,6.1700,2.9128,45,45,292,8.1544,8.0950,2.6865,126,126,87,6.6512,6.0800,2.4001,17,17
POST00002694,277,7.4513,8.1800,3.3937,15,15,208,7.5066,7.9400,3.2007,29,29,69,8.9951,9.5900,2.6396,59,59,108,8.9287,10.6700,3.6955,8,8
POST00002298,190,9.3779,9.7500,2.5463,19,19,8,9.4210,9.6650,2.6752,42,42,80,7.7191,7.9000,2.7339,92,92,299,8.1971,9.9000,2.9224,24,24
POST00002560,190,9.3779,9.7500,2.5463,19,19,8,9.4210,9.6650,2.6752,42,42,292,8.1544,8.0950,2.6865,126,126,59,7.5960,9.2050,3.1941,10,10
POST00001361,190,9.3779,9.7500,2.5463,19,19,133,6.2433,6.1700,2.9128,45,45,275,7.4142,7.4800,2.8610,59,59,191,8.5394,8.9000,3.1352,35,35
POST00000966,198,7.8835,7.5700,2.9953,23,23,75,9.0934,9.2550,2.7294,32,32,30,10.7155,10.9000,1.4748,33,33,217,9.9853,11.1000,3.1434,17,17
POST00002382,15,10.9906,11.3400,1.7332,16,16,151,11.1671,11.1600,2.0605,7,7,37,7.9380,8.0250,2.8431,208,208,71,9.0213,8.9000,2.9178,16,16
POST00001040,279,9.0040,8.3900,2.7886,5,5,151,11.1671,11.1600,2.0605,7,7,240,7.4738,7.4900,2.9720,177,177,159,7.7294,8.6500,3.1648,36,36
POST00000959,154,8.1700,6.2600,4.4815,5,5,211,9.1242,9.5550,3.2667,12,12,292,8.1544,8.0950,2.6865,126,126,288,8.6645,10.7100,3.3536,11,11
POST00001149,52,8.6775,8.4050,2.9225,12,12,4,9.6054,9.6800,2.4206,28,28,257,9.9573,10.2600,2.2555,22,22,57,9.7932,10.0500,2.2033,25,25
POST00001060,64,10.4364,10.4000,2.6191,14,14,211,9.1242,9.5550,3.2667,12,12,211,6.4793,6.5400,3.1914,27,27,237,8.7154,9.6550,2.8392,24,24
POST00001055,15,10.9906,11.3400,1.7332,16,16,99,8.0739,8.3250,2.7396,38,38,139,10.4187,11.5500,2.4494,15,15,121,8.9357,9.4300,3.4268,14,14
POST00003284,154,8.1700,6.2600,4.4815,5,5,75,9.0934,9.2550,2.7294,32,32,197,11.6777,11.6400,0.9267,13,13,217,9.9853,11.1000,3.1434,17,17
POST00003903,15,10.9906,11.3400,1.7332,16,16,151,11.1671,11.1600,2.0605,7,7,37,7.9380,8.0250,2.8431,208,208,225,7.2200,7.2200,3.5355,2,2
POST00003634,15,10.9906,11.3400,1.7332,16,16,4,9.6054,9.6800,2.4206,28,28,197,11.6777,11.6400,0.9267,13,13,138,8.0576,8.0600,2.8612,25,25
POST00003328,15,10.9906,11.3400,1.7332,16,16,151,11.1671,11.1600,2.0605,7,7,37,7.9380,8.0250,2.8431,208,208,146,8.7171,9.3300,2.7230,7,7
POST00001144,15,10.9906,11.3400,1.7332,16,16,287,9.6633,9.7000,0.0723,3,3,240,7.4738,7.4900,2.9720,177,177,129,9.0900,9.0900,0.8627,2,2
POST00003875,15,10.9906,11.3400,1.7332,16,16,151,11.1671,11.1600,2.0605,7,7,37,7.9380,8.0250,2.8431,208,208,253,8.4570,8.6450,3.1573,20,20
POST00003441,75,8.2029,9.1150,2.2949,14,14,168,7.1117,7.4750,2.2705,12,12,19,9.3167,8.8700,0.9067,3,3,283,8.7008,8.7850,2.6419,26,26
POST00001688,113,8.0306,8.1300,1.9980,18,18,282,8.2559,8.9400,2.8333,29,29,173,7.0037,7.2500,3.2126,551,551,103,8.5798,8.9800,2.4394,44,44
POST00002072,120,8.9824,9.6600,2.4669,33,33,128,9.4267,9.7150,1.6621,6,6,76,10.4650,10.4650,0.2333,2,2,148,6.0511,6.0100,3.2556,18,18
POST00003782,75,8.2029,9.1150,2.2949,14,14,131,7.5036,7.8800,3.2392,28,28,76,10.4650,10.4650,0.2333,2,2,109,8.5409,8.3300,2.9388,11,11
POST00002631,269,7.3983,7.9800,3.5415,6,6,223,10.0587,10.5300,1.9236,8,8,285,8.6908,9.6850,2.6444,36,36,240,6.8064,6.3800,2.9804,25,25
POST00002513,26,9.0627,10.3200,2.7648,11,11,110,8.7781,10.0150,3.3102,26,26,167,7.8588,8.7300,3.0201,74,74,270,7.9080,9.1900,3.6318,10,10
POST00002073,157,9.3033,10.5650,3.1891,12,12,116,9.0123,9.0600,1.7360,13,13,268,10.2160,10.0900,1.8416,15,15,196,9.6590,10.4100,3.1028,21,21
POST00002153,211,11.0300,11.0450,1.1984,10,10,148,8.8535,9.5900,2.5185,23,23,268,10.2160,10.0900,1.8416,15,15,127,8.8096,9.3600,3.1667,23,23
POST00000103,149,9.4833,10.5400,3.1358,15,15,163,8.7008,9.6500,3.0780,12,12,106,5.9542,4.9200,3.1630,31,31,299,8.1971,9.9000,2.9224,24,24
POST00002463,47,8.6644,9.7050,2.2524,16,16,170,10.2900,10.2900,0.8768,2,2,173,7.0037,7.2500,3.2126,551,551,33,8.2108,8.1300,2.9671,13,13
POST00002718,112,7.9954,9.0750,3.0968,24,24,170,10.2900,10.2900,0.8768,2,2,80,7.7191,7.9000,2.7339,92,92,25,8.4212,9.1600,2.7068,33,33
POST00001961,47,8.6644,9.7050,2.2524,16,16,282,8.2559,8.9400,2.8333,29,29,22,8.9594,9.5200,2.6105,68,68,243,8.2475,7.9600,2.6924,16,16
POST00001239,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,1,10.3289,10.5900,0.9419,9,9,68,8.8875,8.7500,2.3722,4,4
POST00001240,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,1,10.3289,10.5900,0.9419,9,9,227,9.2780,8.4200,1.6887,5,5
POST00001222,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,86,9.8217,9.7250,1.7546,12,12,152,8.8244,9.0800,2.2576,9,9
POST00001215,113,8.0306,8.1300,1.9980,18,18,43,8.7005,9.8600,2.5215,21,21,86,9.8217,9.7250,1.7546,12,12,176,8.1603,8.7500,2.8496,33,33
POST00001129,231,7.7376,8.4400,2.9188,21,21,43,8.7005,9.8600,2.5215,21,21,86,9.8217,9.7250,1.7546,12,12,190,9.9114,9.7100,1.5191,7,7
POST00000823,115,6.2855,5.7050,2.4769,20,20,277,8.2800,8.1550,2.4170,6,6,159,11.0633,11.3100,1.4590,6,6,265,9.3919,9.4200,2.1402,27,27
POST00001101,231,7.7376,8.4400,2.9188,21,21,263,9.0320,9.0500,1.9275,5,5,159,11.0633,11.3100,1.4590,6,6,63,8.5790,9.1100,2.1078,29,29
POST00000681,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,1,10.3289,10.5900,0.9419,9,9,91,7.4264,8.1500,2.2211,11,11
POST00001260,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,1,10.3289,10.5900,0.9419,9,9,190,9.9114,9.7100,1.5191,7,7
POST00001224,113,8.0306,8.1300,1.9980,18,18,43,8.7005,9.8600,2.5215,21,21,1,10.3289,10.5900,0.9419,9,9,299,8.1971,9.9000,2.9224,24,24
POST00001120,113,8.0306,8.1300,1.9980,18,18,263,9.0320,9.0500,1.9275,5,5,163,9.0450,8.6900,1.4956,8,8,157,9.2344,10.2100,2.4095,16,16
POST00001237,231,7.7376,8.4400,2.9188,21,21,43,8.7005,9.8600,2.5215,21,21,1,10.3289,10.5900,0.9419,9,9,190,9.9114,9.7100,1.5191,7,7
POST00001089,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,37,7.9380,8.0250,2.8431,208,208,157,9.2344,10.2100,2.4095,16,16
POST00001181,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,1,10.3289,10.5900,0.9419,9,9,209,7.7968,7.7000,2.6671,22,22
POST00001238,231,7.7376,8.4400,2.9188,21,21,43,8.7005,9.8600,2.5215,21,21,163,9.0450,8.6900,1.4956,8,8,168,9.0394,9.8600,2.6633,17,17
POST00001070,3,7.6155,8.1550,3.0895,20,20,263,9.0320,9.0500,1.9275,5,5,75,7.8900,7.8900,1.4284,2,2,91,7.4264,8.1500,2.2211,11,11
POST00001242,75,8.2029,9.1150,2.2949,14,14,25,7.9700,7.9700,4.1861,2,2,173,7.0037,7.2500,3.2126,551,551,152,8.8244,9.0800,2.2576,9,9
POST00001054,231,7.7376,8.4400,2.9188,21,21,43,8.7005,9.8600,2.5215,21,21,75,7.8900,7.8900,1.4284,2,2,68,8.8875,8.7500,2.3722,4,4
POST00001063,168,9.1113,9.9600,3.0394,16,16,263,9.0320,9.0500,1.9275,5,5,86,9.8217,9.7250,1.7546,12,12,127,8.8096,9.3600,3.1667,23,23
POST00001061,231,7.7376,8.4400,2.9188,21,21,43,8.7005,9.8600,2.5215,21,21,80,7.7191,7.9000,2.7339,92,92,113,8.2536,8.0400,2.9277,11,11
POST00001077,75,8.2029,9.1150,2.2949,14,14,277,8.2800,8.1550,2.4170,6,6,229,10.4674,10.7700,1.9798,35,35,113,8.2536,8.0400,2.9277,11,11
POST00001069,3,7.6155,8.1550,3.0895,20,20,278,7.7525,7.8350,2.8181,20,20,157,7.1600,7.1600,4.7093,2,2,162,9.2767,9.9600,2.0421,12,12
POST00001068,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,37,7.9380,8.0250,2.8431,208,208,78,8.0750,8.9500,2.8410,10,10
POST00001050,3,7.6155,8.1550,3.0895,20,20,277,8.2800,8.1550,2.4170,6,6,229,10.4674,10.7700,1.9798,35,35,138,8.0576,8.0600,2.8612,25,25
POST00000092,118,8.4247,9.2400,3.4733,15,15,176,10.0087,9.9400,2.0552,15,15,173,7.0037,7.2500,3.2126,551,551,145,7.9111,9.2400,3.4661,27,27
POST00001523,101,9.1575,9.2500,1.4235,4,4,57,4.6558,4.4900,2.4457,19,19,268,10.2160,10.0900,1.8416,15,15,262,8.5887,8.3250,2.7893,8,8
POST00003113,47,8.6644,9.7050,2.2524,16,16,108,8.9791,9.8700,2.6708,11,11,1,10.3289,10.5900,0.9419,9,9,7,9.4667,10.4000,3.5064,9,9
POST00001575,75,8.2029,9.1150,2.2949,14,14,285,9.2867,9.3550,0.3588,6,6,289,7.7822,8.3000,2.2947,27,27,127,8.8096,9.3600,3.1667,23,23
POST00002077,2,8.1923,8.6000,2.6683,13,13,204,8.2780,7.5900,4.1630,5,5,64,10.7000,10.8000,1.4615,5,5,92,9.3417,9.7150,2.7821,12,12
POST00002342,231,7.7376,8.4400,2.9188,21,21,285,9.2867,9.3550,0.3588,6,6,7,6.9813,6.6600,2.6346,15,15,230,9.5537,9.7100,2.2172,19,19
POST00001172,206,7.8857,8.0800,2.5223,23,23,20,8.2731,8.3600,3.2995,26,26,103,7.6104,7.3900,2.3677,25,25,115,8.5252,8.8500,2.1127,31,31
